Transaction_ID,Date,Customer_ID,Customer_Age,Gender,Region,Product_Category,Units_Sold,Marketing_Spend,Revenue,Discount_Percent,Customer_Satisfaction,Profit
TXN10278,2026-03-22,1317,20.0,Male,West,Finance,7,1024.0,48270,12,3.0,41453.6
TXN10279,2023-07-15,1436,29.0,Other,West,Finance,19,6730.0,42617,15,10.0,29494.45
TXN10280,2026-02-22,1370,52.0,Other,West,Software,2,9362.0,21907,2,4.0,12106.86
TXN10281,2024-08-31,1488,33.0,Male,South,Electronics,5,1306.0,26061,8,1.0,22670.12
TXN10282,2024-12-31,1442,67.0,Other,East,Software,7,4650.0,47015,1,2.0,41894.85
TXN10283,2023-12-04,1281,49.0,Male,East,Electronics,7,7221.0,20780,13,10.0,10857.6
TXN10284,2023-05-10,1397,39.0,Male,East,Retail,14,2110.0,20980,1,3.0,18660.2
TXN10285,2025-03-16,1265,35.0,Other,North,Electronics,6,,48794,28,,25950.68
TXN10286,2025-08-08,1272,34.0,Other,North,Retail,19,8453.0,27714,34,2.0,9838.24
TXN10287,2024-05-11,1111,65.0,Female,East,Finance,19,8301.0,25156,23,8.0,11069.12
TXN10288,2025-08-27,1201,55.0,Male,North,Healthcare,15,3032.0,14013,7,10.0,10000.09
TXN10289,2025-05-09,1211,38.0,Male,North,electronics,6,5687.0,6403,2,2.0,587.94
TXN10290,2024-12-24,1077,28.0,Female,South,Retail,7,4414.0,47168,7,5.0,39452.24
TXN10291,2025-05-02,1289,66.0,Other,East,Retail,4,7498.0,18057,27,2.0,5683.61
TXN10292,2026-02-09,1222,28.0,Female,,Electronics,8,3914.0,24540,34,8.0,12282.4
TXN10293,2023-05-17,1145,24.0,Other,North,Electronics,10,7647.0,6810,18,3.0,-2062.8
TXN10294,2026-01-13,1266,19.0,Male,East,Software,17,783.0,19075,6,1.0,17147.5
TXN10295,2025-08-02,1277,64.0,Male,,Finance,10,9423.0,24637,29,7.0,8069.27
TXN10296,2026-03-30,1497,67.0,Male,North,Healthcare,2,8598.0,4359,37,7.0,-5851.83
TXN10297,2023-09-12,1128,37.0,Male,,Electronics,12,9701.0,27711,31,1.0,9419.59
TXN10298,2025-06-09,1392,42.0,Female, north ,Electronics,10,422.0,26488,3,2.0,25271.36
TXN10299,2025-01-19,1291,40.0,Other,North,Software,11,2379.0,41341,35,3.0,24492.65
TXN10300,2025-04-14,1289,41.0,Other,West,Retail,15,6410.0,5707,22,8.0,-1958.54
TXN10301,2025-07-26,1438,63.0,Female,,Finance,17,2326.0,15886,1,8.0,13401.14
TXN10302,2025-11-18,1346,23.0,Female,East,Software,1,2696.0,49012,11,5.0,40924.68
TXN10303,2023-03-21,1226,56.0,Other,North,Software,2,9864.0,14164,31,1.0,-90.84
TXN10304,2025-10-09,1105,33.0,Other,,Finance,14,161.0,36621,39,10.0,22177.81
TXN10305,2024-03-05,1250,49.0,Female,South,Software,13,9193.0,3547,10,7.0,-6000.7
TXN10306,2023-11-26,1360,37.0,Male,North,Software,4,5178.0,42273,18,4.0,29485.86
TXN10307,2025-05-23,1357,,Female,West,Software,18,1410.0,44142,28,5.0,30372.24
TXN10308,2025-12-01,1466,30.0,Male,West,Electronics,8,3684.0,14011,0,1.0,10327.0
TXN10309,2023-10-20,1402,65.0,Other,South,Electronics,12,9732.0,45168,27,,23240.64
TXN10310,2024-02-29,1019,30.0,Other,East,Retail,12,4900.0,39550,10,5.0,30695.0
TXN10311,2025-02-19,1043,22.0,Male,South,Software,18,7176.0,48865,2,2.0,40711.7
TXN10312,2024-11-07,1164,61.0,male,West,Finance,3,1981.0,38104,37,3.0,22024.52
TXN10313,2024-12-10,1344,66.0,Other,,Finance,8,7433.0,40568,16,8.0,26644.12
TXN10314,2023-03-01,1095,61.0,Male,South,Software,10,8091.0,49816,19,3.0,32259.96
TXN10315,2026-03-01,1311,38.0,Female,North,Retail,15,9373.0,24516,17,2.0,10975.28
TXN10316,2023-06-15,1064,35.0,Female,South,Retail,2,7896.0,2993,4,,-5022.72
TXN10317,2026-01-15,1101,25.0,Male,North,Software,12,3733.0,13824,2,2.0,9814.52
TXN10318,2023-01-15,1015,43.0,Female,West,Retail,10,2187.0,36910,24,4.0,25864.6
TXN10319,2025-09-23,1230,,Other,West,Software,7,4044.0,44989,17,2.0,33296.87
TXN10320,2024-10-21,1354,61.0,Female,West,Retail,8,,896,17,5.0,-2668.32
TXN10321,2023-06-28,1133,66.0,Other,,Software,2,4765.0,26476,38,7.0,11650.12
TXN10322,2023-12-31,1168,35.0,Female,West,Electronics,16,2764.0,2172,19,,-1004.68
TXN10323,2023-10-21,1040,36.0,Male,West,Electronics,1,339.0,25741,15,2.0,21540.85
TXN10324,2024-05-09,1109,59.0,Other,North,Retail,17,2564.0,44338,13,5.0,36010.06
TXN10325,2023-12-10,1285,60.0,Other,South,Finance,19,2052.0,25898,9,6.0,21515.18
TXN10326,2024-08-15,1138,44.0,male,East,Retail,19,3335.0,33756,9,5.0,27382.96
TXN10327,2025-08-17,1093,60.0,Male,North,Retail,2,2769.0,17341,8,4.0,13184.72
TXN10328,2025-04-22,1420,40.0,Male,West,Finance,3,5265.0,24327,36,5.0,10304.28
TXN10329,2025-04-16,1350,30.0,Female,South,Retail,10,889.0,23032,6,4.0,20761.08
TXN10330,2024-09-08,1109,69.0,Other,North,Software,10,4529.0,47783,0,2.0,43254.0
TXN10331,2023-05-16,1158,,Female,North,Retail,2,,41151,28,5.0,27587.72
TXN10332,2023-08-23,1330,35.0,Other,South,Electronics,11,,15625,38,7.0,6497.5
TXN10333,2025-04-06,1003,67.0,Female,South,Finance,7,7419.0,19430,12,,9679.4
TXN10334,2024-09-16,1429,19.0,Female,South,Electronics,14,7846.0,29757,4,5.0,20720.72
TXN10335,2023-09-16,1435,25.0,Male,West,Retail,16,8615.0,2062,8,4.0,-6717.96
TXN10336,2025-03-18,1045,44.0,Other,,Retail,17,,40707,38,10.0,22993.34
TXN10337,2025-08-10,1410,52.0,Male,,Electronics,7,260.0,22299,27,,16018.27
TXN10338,2026-01-01,1453,18.0,Male,East,Healthcare,18,1581.0,17447,11,3.0,13946.83
TXN10339,2024-09-17,1113,69.0,Other,West,Finance,6,,31991,7,4.0,23464.63
TXN10340,2025-06-08,1337,60.0,Male,South,Healthcare,13,9346.0,21196,22,7.0,7186.88
TXN10341,2023-08-23,1235,36.0,Other,West,Finance,16,1836.0,28482,35,7.0,16677.3
TXN10342,2026-03-20,1062,,Female,South,Healthcare,5,9522.0,46049,39,3.0,18567.89
TXN10343,2024-11-01,1156,44.0,Other,West,Finance,17,2767.0,35433,2,,31957.34
TXN10344,2023-04-25,1452,44.0,Male,South,Software,16,6587.0,29078,11,7.0,19292.42
TXN10345,2023-06-12,1285,58.0,Male,East,Software,10,178.0,12215,12,4.0,10571.2
TXN10346,2023-03-26,1256,18.0,Female,South,Electronics,12,2542.0,21226,16,7.0,15287.84
TXN10347,2026-01-08,1470,18.0,Other,South,Finance,5,3630.0,25326,28,1.0,14604.72
TXN10348,2024-02-06,1494,40.0,Female,,Software,14,8199.0,4955,38,7.0,-5126.9
TXN10349,2023-01-01,1422,43.0,Other,North,Electronics,17,560.0,40702,31,3.0,27524.38
TXN10350,2025-06-15,1081,68.0,Other,East,Retail,4,9363.0,36735,14,1.0,22229.1
TXN10351,2023-08-15,1194,29.0,Other,,Electronics,3,4735.0,1721,29,1.0,-3513.09
TXN10352,2026-02-17,1193,69.0,Female,East,Retail,15,1082.0,46032,38,4.0,27457.84
TXN10353,2026-02-16,1424,18.0,Male,South,Software,19,2826.0,12603,29,1.0,6122.13
TXN10354,2023-06-06,1001,60.0,Male,East,Software,15,8033.0,49462,10,7.0,36482.8
TXN10355,2024-03-01,1243,33.0,Other,North,Software,19,802.0,28657,28,10.0,19831.04
TXN10356,2025-05-03,1357,50.0,Female,West,Healthcare,16,3557.0,35874,13,8.0,27653.38
TXN10357,2025-09-25,1132,56.0,Female,North,Electronics,14,1573.0,30609,25,7.0,21383.75
TXN10358,2026-04-12,1227,39.0,,South,electronics,10,430.0,19508,32,3.0,12835.44
TXN10359,2023-08-03,1227,39.0,Other,,Finance,2,8263.0,5595,25,3.0,-4066.75
TXN10360,2026-01-16,1276,44.0,Male, north ,Software,14,5995.0,34642,8,1.0,25875.64
TXN10361,2023-09-01,1223,40.0,Male,North,Finance,6,939.0,643,2,1.0,-308.86
TXN10362,2025-11-01,1088,34.0,,East,Software,12,7153.0,31247,27,4.0,15657.31
TXN10363,2024-02-11,1065,,Other,West,Software,6,4314.0,38798,7,7.0,31768.14
TXN10364,2025-07-13,1235,49.0,Female,West,Electronics,8,8092.0,3616,39,8.0,-5886.24
TXN10365,2025-04-14,1306,28.0,Female,North,Electronics,3,2620.0,4505,7,7.0,1569.65
TXN10366,2023-04-04,1491,,Other,East,Finance,3,,49273,0,1.0,42260.0
TXN10367,2023-11-07,1455,32.0,Female,North,Electronics,12,8679.0,46565,0,5.0,37886.0
TXN10368,2024-11-13,1473,53.0,Male,South,electronics,15,4955.0,1728,36,5.0,-3849.08
TXN10369,2023-04-01,1134,36.0,Female,East,Electronics,6,7777.0,2276,37,4.0,-6343.12
TXN10370,2023-05-26,1046,,Other,West,Electronics,1,6306.0,28094,9,3.0,19259.54
TXN10371,2023-05-25,1105,58.0,Other,North,Healthcare,5,8995.0,32602,16,5.0,18390.68
TXN10372,2025-12-16,1370,53.0,Female,South,Finance,19,774.0,37470,19,6.0,29576.7
TXN10373,2023-09-03,1004,25.0,Male,North,Finance,11,9569.0,25893,13,10.0,12957.91
TXN10374,2025-02-05,1320,50.0,male,North,Software,15,7867.0,47246,2,4.0,38434.08
TXN10375,2023-06-24,1030,33.0,Other,West,Electronics,5,7984.0,17227,12,4.0,7175.76
TXN10376,2025-12-27,1370,33.0,Male,East,Software,10,7552.0,8657,21,7.0,-712.97
TXN10377,2025-07-31,1018,60.0,Other,,Electronics,10,2598.0,46213,32,2.0,28826.84
TXN10378,2025-03-07,1384,43.0,Other,South,Finance,15,4286.0,10834,13,7.0,5139.58
TXN10379,2023-10-20,1459,24.0,Female,South,Healthcare,19,7534.0,3153,29,4.0,-5295.37
TXN10380,2025-11-21,1116,,Other,West,Software,19,5456.0,35356,11,3.0,26010.84
TXN10381,2024-07-06,1084,61.0,Female,East,Healthcare,12,1230.0,6783,25,10.0,3857.25
TXN10382,2024-09-26,1167,41.0,Other,West,Healthcare,5,6551.0,40799,9,1.0,30576.09
TXN10383,2025-07-06,1347,61.0,Female,North,Finance,17,9846.0,13632,1,1.0,3649.68
TXN10384,2023-09-13,1303,39.0,Male,North,Retail,9,4533.0,30095,33,,15630.65
TXN10385,2023-11-17,1225,58.0,Male,West,Electronics,18,1487.0,5796,15,3.0,3439.6
TXN10386,2025-11-18,1130,53.0,Female,South,Retail,7,8130.0,20822,31,8.0,6237.18
TXN10387,2025-10-28,1030,56.0,Male,South,Retail,5,5290.0,14929,3,3.0,9191.13
TXN10388,2024-07-09,1318,27.0,Female,,Healthcare,1,1493.0,23345,9,10.0,19750.95
TXN10389,2023-05-14,1035,63.0,Female,East,Retail,3,751.0,20918,0,4.0,20167.0
TXN10390,2024-08-24,1095,63.0,Other,West,Retail,4,1051.0,44439,25,8.0,32278.25
TXN10391,2025-10-06,1324,40.0,Male,West,Retail,8,4161.0,31897,5,9.0,26141.15
TXN10392,2023-03-31,1456,32.0,Male,West,Electronics,19,5218.0,14474,31,4.0,4769.06
TXN10393,2025-10-11,1019,26.0,Female,North,Software,3,1226.0,30250,24,7.0,21764.0
TXN10394,2025-11-11,1129,57.0,Other,West,Software,9,1328.0,10573,7,4.0,8504.89
TXN10395,2024-09-06,1371,34.0,Female,West,Retail,15,5712.0,48541,24,10.0,31179.16
TXN10396,2023-04-18,1478,26.0,Male,East,Retail,3,3036.0,34108,15,1.0,25955.8
TXN10397,2023-06-15,1324,46.0,Male,East,Software,11,4379.0,33824,21,5.0,22341.96
TXN10398,2024-08-03,1006,64.0,Female,West,Software,9,6349.0,37361,14,6.0,25781.46
TXN10399,2024-02-18,1222,57.0,Other,West,electronics,11,5242.0,26062,27,8.0,13783.26
TXN10400,2026-03-20,1327,30.0,Other,West,Finance,8,9741.0,42395,28,1.0,20783.4
TXN10401,2023-02-02,1235,34.0,,West,Electronics,4,7199.0,3158,10,7.0,-4356.8
TXN10402,2025-04-11,1155,63.0,,North,Finance,16,,49258,37,5.0,28411.54
TXN10403,2023-01-11,1474,27.0,Other,North,Retail,19,9883.0,846,38,9.0,-9358.48
TXN10404,2024-11-06,1329,28.0,Other,South,Retail,11,1950.0,31267,15,2.0,24626.95
TXN10405,2025-07-18,1113,33.0,Female,East,Healthcare,7,5529.0,43746,3,7.0,36904.62
TXN10406,2024-09-16,1348,43.0,Male,West,Software,11,2910.0,11770,18,9.0,6741.4
TXN10407,2024-05-27,1040,,Female,,Retail,5,750.0,15039,35,5.0,9025.35
TXN10408,2023-03-24,1298,52.0,Other,East,Finance,4,5461.0,31721,38,9.0,14206.02
TXN10409,2023-01-15,1166,31.0,,East,Finance,6,8394.0,25553,39,8.0,7193.33
TXN10410,2023-11-19,1136,23.0,Other, north ,Healthcare,8,5521.0,34538,8,,26253.96
TXN10411,2025-06-23,1228,61.0,Female,North,Electronics,6,5389.0,29180,11,10.0,20581.2
TXN10412,2026-01-06,1074,64.0,Other,East,Electronics,9,5248.0,43508,17,8.0,30863.64
TXN10413,2026-04-08,1094,47.0,Female,West,Healthcare,17,2088.0,13615,16,4.0,9348.6
TXN10414,2023-06-04,1435,29.0,Male,East,Retail,11,8969.0,34993,10,1.0,22524.7
TXN10415,2024-09-07,1021,37.0,Female,South,Healthcare,17,,21379,24,2.0,14861.04
TXN10416,2024-06-19,1223,42.0,Other,North,Retail,19,7950.0,48579,34,1.0,24112.14
TXN10417,2025-06-10,1409,68.0,Male,South,Electronics,10,3015.0,29519,25,4.0,19124.25
TXN10418,2025-05-15,1069,61.0,Other,,Retail,7,9165.0,4484,28,9.0,-5936.52
TXN10419,2025-04-06,1478,56.0,Female,North,Healthcare,14,,12306,31,10.0,2640.14
TXN10420,2024-07-08,1429,38.0,Male,East,Retail,1,6135.0,27429,39,2.0,10596.69
TXN10421,2025-12-07,1235,52.0,Male,North,Retail,12,7116.0,37219,28,7.0,19681.68
TXN10422,2025-05-04,1415,47.0,Other,East,Finance,2,7506.0,26805,29,9.0,11525.55
TXN10423,2025-06-16,1310,45.0,Male,South,Electronics,8,6161.0,40769,11,4.0,30123.41
TXN10424,2024-11-17,1220,67.0,Male,West,Electronics,2,1427.0,23721,5,2.0,21107.95
TXN10425,2024-01-17,1339,45.0,Male,South,Healthcare,17,9298.0,28126,15,1.0,14609.1
TXN10426,2023-10-19,1440,41.0,Female,South,Retail,19,5197.0,44454,39,1.0,21919.94
TXN10427,2023-05-31,1418,35.0,Female,North,Finance,3,,34691,35,3.0,22446.15
TXN10428,2024-09-20,1029,42.0,Female,East,Software,16,2454.0,11086,22,6.0,6193.08
TXN10429,2024-08-24,1316,60.0,Other,South,Software,4,6725.0,14741,6,5.0,7131.54
TXN10430,2026-02-15,1023,32.0,Other,South,Finance,1,3718.0,33989,37,5.0,17695.07
TXN10431,2025-03-04,1343,26.0,Male,,Finance,18,7023.0,45579,8,6.0,34909.68
TXN10432,2024-06-26,1023,58.0,Female,North,Retail,6,8754.0,27442,28,7.0,11004.24
TXN10433,2026-02-04,1425,56.0,Other,,Retail,11,,22688,11,2.0,19925.32
TXN10434,2024-08-11,1322,31.0,Male,West,Electronics,6,4227.0,14967,3,5.0,10290.99
TXN10435,2025-01-31,1338,20.0,Male,,Software,12,9614.0,37591,1,10.0,27601.09
TXN10436,2023-09-06,1141,25.0,Female,West,Finance,2,2701.0,37540,7,7.0,32211.2
TXN10437,2024-03-19,1134,36.0,Female,,Retail,9,4353.0,27086,27,5.0,15419.78
TXN10438,2024-08-23,1136,69.0,Female,East,Healthcare,9,2461.0,48016,23,2.0,34511.32
TXN10439,2023-06-05,1080,21.0,Other,West,Software,7,4763.0,27138,5,5.0,21018.1
TXN10440,2025-03-29,1454,62.0,Male, north ,Software,15,7224.0,14697,28,2.0,3357.84
TXN10441,2024-02-07,1379,19.0,Other,South,Healthcare,17,448.0,44810,7,7.0,41225.3
TXN10442,2024-04-30,1026,67.0,,South,Healthcare,15,6070.0,36476,22,10.0,22381.28
TXN10443,2024-06-13,1317,57.0,Female,North,Healthcare,9,5276.0,40493,34,3.0,21449.38
TXN10444,2023-02-22,1344,56.0,Male,East,Software,15,6176.0,49169,15,3.0,35617.65
TXN10445,2025-04-23,1421,26.0,Male,East,Finance,6,8264.0,21052,0,8.0,12788.0
TXN10446,2024-09-05,1076,23.0,Male,North,Healthcare,4,406.0,20870,29,3.0,14411.7
TXN10447,2025-02-05,1111,69.0,,North,Retail,9,1462.0,35358,9,,30713.78
TXN10448,2023-08-12,1321,21.0,Male,South,Electronics,9,6787.0,27004,19,10.0,15086.24
TXN10449,2024-05-30,1264,67.0,Female,North,Software,7,9746.0,30792,9,6.0,18274.72
TXN10450,2025-07-15,1136,64.0,Other,South,Retail,2,9944.0,16331,19,3.0,3284.11
TXN10451,2025-12-22,1422,68.0,Female,West,Finance,9,7199.0,11003,15,9.0,2153.55
TXN10452,2025-10-21,1041,,Other,East,Healthcare,8,,22555,0,2.0,20539.0
TXN10453,2024-05-05,1197,69.0,Male,South,Electronics,5,8499.0,22284,5,10.0,12670.8
TXN10454,2023-05-01,1045,57.0,Other,East,Retail,8,4865.0,48594,6,7.0,40813.36
TXN10455,2023-03-21,1224,22.0,Male,North,electronics,18,1537.0,28993,27,3.0,19627.89
TXN10456,2023-04-11,1408,22.0,Other,South,Electronics,17,1199.0,33942,0,10.0,32743.0
TXN10457,2023-02-14,1021,69.0,Other,North,Healthcare,9,6481.0,37662,35,8.0,17999.3
TXN10458,2026-02-14,1394,41.0,Other,West,Retail,19,8815.0,30053,14,10.0,17030.58
TXN10459,2024-07-21,1096,68.0,,East,Finance,1,9665.0,44851,11,3.0,30252.39
TXN10460,2024-04-25,1109,34.0,Female,West,Retail,9,1133.0,21474,36,7.0,12610.36
TXN10461,2023-11-28,1146,18.0,Female,North,Healthcare,9,5787.0,37143,28,5.0,20955.96
TXN10462,2023-08-24,1102,18.0,Female,South,Retail,12,976.0,3684,2,7.0,2634.32
TXN10463,2023-12-19,1153,39.0,,North,Retail,9,2089.0,3173,8,,830.16
TXN10464,2025-01-13,1202,42.0,Male,,Electronics,6,364.0,4452,13,6.0,3509.24
TXN10465,2024-01-26,1253,,Other,East,Retail,12,2427.0,12041,29,1.0,6122.11
TXN10466,2024-01-23,1083,45.0,Other,South,Finance,14,4160.0,29213,18,4.0,19794.66
TXN10467,2025-07-23,1151,38.0,Male,East,Retail,5,3668.0,6841,5,4.0,2830.95
TXN10468,2024-07-21,1326,44.0,Male,South,Retail,15,1208.0,32977,21,7.0,24843.83
TXN10469,2025-09-17,1400,36.0,Other,West,Finance,19,9116.0,10099,20,4.0,-1036.8
TXN10470,2024-09-08,1119,24.0,Female,North,Retail,16,5878.0,20392,6,9.0,13290.48
TXN10471,2025-03-05,1264,53.0,Female,,Electronics,16,,23780,19,4.0,10966.8
TXN10472,2025-12-15,1461,21.0,Other,South,Healthcare,3,2129.0,34967,11,9.0,28991.63
TXN10473,2025-04-02,1052,25.0,Other,West,Healthcare,9,7591.0,36302,36,9.0,15642.28
TXN10474,2024-05-14,1135,39.0,Female,North,Retail,4,7637.0,30729,34,7.0,12644.14
TXN10475,2025-03-05,1498,26.0,Other,South,Retail,15,6194.0,15168,27,3.0,4878.64
TXN10476,2026-01-20,1104,39.0,Female,,Finance,1,,8444,33,3.0,-1300.52
TXN10477,2023-08-25,1081,36.0,Other,West,Electronics,14,8318.0,4427,35,3.0,-5440.45
TXN10478,2025-11-27,1322,23.0,Male,North,Retail,17,3359.0,4400,26,,-103.0
TXN10479,2025-03-23,1064,63.0,Other,,Software,3,3334.0,24224,22,6.0,15560.72
TXN10480,2024-11-20,1261,37.0,Other,West,Retail,8,8938.0,48367,8,3.0,35559.64
TXN10481,2023-10-29,1249,42.0,Other,East,Retail,6,4661.0,43207,37,5.0,22559.41
TXN10482,2025-04-29,1073,67.0,Other,North,Finance,4,7725.0,4333,11,1.0,-3868.63
TXN10483,2024-05-09,1036,58.0,Other,East,Electronics,14,2715.0,33379,10,7.0,27326.1
TXN10484,2025-02-24,1307,30.0,Other,West,Retail,6,9335.0,12222,39,5.0,-1879.58
TXN10485,2025-08-26,1399,34.0,Other,East,Retail,18,1915.0,10202,7,2.0,7572.86
TXN10486,2025-06-05,1417,,Female,East,Healthcare,2,,12455,28,2.0,3331.6
TXN10487,2025-12-22,1493,30.0,Other,West,Finance,3,9925.0,39787,37,3.0,15140.81
TXN10488,2023-03-11,1180,52.0,Other,West,Healthcare,13,2470.0,5579,24,9.0,1770.04
TXN10489,2024-02-11,1430,25.0,Female,West,Retail,2,8876.0,1395,11,9.0,-7634.45
TXN10490,2024-07-06,1304,27.0,Male,West,Electronics,16,9591.0,881,35,4.0,-9018.35
TXN10491,2025-03-30,1307,48.0,Male, north ,Healthcare,4,999.0,9776,13,8.0,7506.12
TXN10492,2024-07-31,1249,32.0,Other,North,Software,14,3482.0,17857,28,10.0,9375.04
TXN10493,2025-07-30,1312,,Male,West,Software,15,2958.0,4822,31,3.0,369.18
TXN10494,2025-08-07,1044,23.0,Other,South,Electronics,13,7969.0,10897,11,7.0,1729.33
TXN10495,2023-02-02,1236,24.0,Male,North,Finance,2,8693.0,13427,4,2.0,4196.92
TXN10496,2024-01-07,1143,45.0,Female,East,Retail,8,6398.0,38919,18,7.0,25515.58
TXN10497,2025-06-19,1369,67.0,Male,East,Healthcare,3,5359.0,43578,3,4.0,36911.66
TXN10498,2025-11-19,1402,40.0,Other,South,Finance,13,5743.0,38354,29,4.0,21488.34
TXN10499,2023-03-18,1064,27.0,Female,East,Finance,5,5006.0,2566,26,6.0,-3107.16
TXN10500,2025-10-21,1309,31.0,Male,East,Software,18,6970.0,37506,35,2.0,17408.9
TXN10501,2025-10-23,1199,65.0,Other,East,Electronics,10,7545.0,41518,22,7.0,24839.04
TXN10502,2023-11-26,1309,58.0,Female,South,Healthcare,17,684.0,2073,14,3.0,1098.78
TXN10503,2025-09-17,1207,33.0,Other,North,Finance,6,7816.0,37664,38,1.0,15535.68
TXN10504,2023-04-30,1186,43.0,Other,West,Software,9,1861.0,3851,34,1.0,680.66
TXN10505,2024-03-13,1066,23.0,Other,West,Finance,14,2521.0,28710,12,4.0,22743.8
TXN10506,2025-07-28,1425,54.0,Other,East,Electronics,3,,19345,5,6.0,13033.75
TXN10507,2025-12-12,1257,43.0,,East,Healthcare,2,293.0,46466,16,6.0,38738.44
TXN10508,2025-02-17,1311,41.0,Other,South,Finance,4,8410.0,44009,0,6.0,35599.0
TXN10509,2026-03-06,1310,32.0,,West,Retail,16,7790.0,48992,26,8.0,28464.08
TXN10510,2023-10-23,1148,23.0,Female,East,Finance,19,,2259,5,7.0,541.05
TXN10511,2023-11-20,1334,,Female,South,Healthcare,9,7983.0,49332,14,5.0,34442.52
TXN10512,2024-09-19,1230,31.0,Female,North,Finance,2,4031.0,4039,28,7.0,-1122.92
TXN10513,2025-04-19,1077,41.0,Male,West,Finance,6,8244.0,49283,22,6.0,30196.74
TXN10514,2024-09-16,1415,51.0,Male,West,Finance,15,3528.0,34807,17,9.0,25361.81
TXN10515,2025-02-23,1477,61.0,Female,West,Healthcare,1,,14397,29,,1468.87
TXN10516,2024-08-05,1346,51.0,,West,Software,14,317.0,45205,39,8.0,27258.05
TXN10517,2025-02-14,1171,25.0,Female,South,Software,18,913.0,4200,22,,2363.0
TXN10518,2025-11-06,1109,40.0,,North,Retail,3,6831.0,48149,30,3.0,26873.3
TXN10519,2025-02-03,1067,22.0,Other,North,electronics,4,7571.0,39911,20,6.0,24357.8
TXN10520,2025-10-23,1199,22.0,Other,East,Software,13,9846.0,43803,3,,32642.91
TXN10521,2025-08-20,1269,38.0,,East,Retail,3,1494.0,31756,32,10.0,20100.08
TXN10522,2025-11-19,1380,67.0,Male,East,Electronics,2,936.0,20273,24,2.0,14471.48
TXN10523,2023-11-30,1338,51.0,Male,East,electronics,17,8204.0,7773,38,2.0,-3384.74
TXN10524,2023-07-11,1342,56.0,Female,East,Software,10,3301.0,47939,5,3.0,42241.05
TXN10525,2025-03-03,1482,68.0,Male,North,Finance,18,1005.0,31801,16,8.0,25707.84
TXN10526,2026-02-05,1358,18.0,,West,Retail,3,4103.0,18100,23,4.0,9834.0
TXN10527,2023-08-28,1197,65.0,,West,Finance,9,7360.0,32594,29,9.0,15781.74
TXN10528,2023-08-07,1114,39.0,Other,South,Electronics,8,4413.0,37875,2,4.0,32704.5
TXN10529,2024-12-20,1276,42.0,Female,South,Electronics,15,2996.0,930,39,8.0,-2428.7
TXN10530,2024-10-06,1167,47.0,Male,South,Healthcare,5,3234.0,33605,0,7.0,30371.0
TXN10531,2023-05-30,1451,19.0,Other,East,Electronics,16,1056.0,30417,11,,26015.13
TXN10532,2024-10-29,1333,,,North,Software,5,7015.0,31789,33,1.0,14283.63
TXN10533,2024-02-16,1398,65.0,Male,North,Electronics,13,4865.0,37469,11,2.0,28482.41
TXN10534,2023-03-27,1147,55.0,Male,South,Healthcare,2,9291.0,4635,6,5.0,-4934.1
TXN10535,2025-03-04,1231,25.0,Female,South,Software,13,3020.0,6676,22,9.0,2187.28
TXN10536,2025-05-27,1427,44.0,Male,North,Electronics,9,5410.0,36080,30,10.0,19846.0
TXN10537,2025-08-21,1493,35.0,Other,West,Healthcare,3,5543.0,42349,30,4.0,24101.3
TXN10538,2023-01-06,1294,50.0,Female,East,Retail,15,4727.0,32952,38,6.0,15703.24
TXN10539,2025-06-15,1477,44.0,Male,North,Electronics,16,7579.0,7681,31,8.0,-2279.11
TXN10540,2023-10-01,1378,55.0,Female,West,Finance,14,6646.0,39131,24,3.0,23093.56
TXN10541,2024-05-02,1144,41.0,Other,West,Finance,18,9753.0,42678,14,,26950.08
TXN10542,2024-12-07,1368,28.0,Other,East,Software,16,7111.0,37964,27,9.0,20602.72
TXN10543,2025-09-06,1263,66.0,Other,North,Electronics,1,2832.0,43625,36,6.0,25088.0
TXN10544,2025-09-09,1303,53.0,Other,South,Software,15,7797.0,8088,4,5.0,-32.52
TXN10545,2025-04-24,1354,55.0,Other,North,Electronics,7,2573.0,7997,32,6.0,2864.96
TXN10546,2025-12-12,1123,69.0,Female,West,Retail,14,9093.0,12216,34,,-1030.44
TXN10547,2024-04-21,1246,41.0,Other,South,Electronics,7,6429.0,12022,13,4.0,4030.14
TXN10548,2023-09-09,1207,46.0,Other,North,Electronics,17,6491.0,31451,6,4.0,23072.94
TXN10549,2024-03-10,1160,18.0,Female,East,Electronics,18,1041.0,8307,35,4.0,4358.55
TXN10550,2025-01-15,1496,20.0,Male,West,Finance,5,6817.0,43557,38,7.0,20188.34
TXN10551,2023-10-19,1495,39.0,Female,North,Software,10,954.0,16766,29,,10949.86
TXN10552,2024-09-18,1105,49.0,Male,West,Electronics,3,4688.0,43817,3,9.0,37814.49
TXN10553,2026-04-08,1084,,Male,North,Healthcare,3,,46293,27,9.0,31631.89
TXN10554,2024-12-25,1459,54.0,Male,North,Finance,15,4264.0,3908,15,5.0,-942.2
TXN10555,2025-02-06,1185,42.0,Other,West,Electronics,14,6841.0,27550,20,5.0,15199.0
TXN10556,2024-08-14,1231,19.0,Other,North,Software,8,2089.0,19171,35,4.0,10372.15
TXN10557,2023-10-24,1056,28.0,Male,South,Finance,13,5198.0,23018,31,7.0,10684.42
TXN10558,2024-06-04,1224,,Other,East,Healthcare,17,2534.0,18303,35,7.0,9362.95
